user_id,age_group,device_type,input_mode,task_type,error_count,task_completion_time_sec,user_satisfaction_score,needs_assistance_flag
4272,30-45,Smartwatch,Voice,Check Balance,0,68,4,1
4273,30-45,Feature Phone,Haptic,Check Balance,2,10,9,0
4274,30-45,Smartphone,Touch,Transfer Money,0,88,4,1
4275,18-30,Smartphone,Touch,Make Payment,1,18,2,0
4276,45-60,Smartphone,Haptic,Transfer Money,1,108,6,1
4277,18-30,Smartphone,Haptic,Make Payment,0,74,9,1
4278,60+,Smartphone,Voice,Check Balance,2,80,7,1
4279,18-30,Feature Phone,Voice,Check Balance,0,109,1,1
4280,18-30,Feature Phone,Touch,Transfer Money,3,75,9,1
4281,60+,Feature Phone,Voice,Make Payment,3,61,6,1
4282,30-45,Smartwatch,Touch,Transfer Money,3,113,9,1
4283,30-45,Smartphone,Voice,Make Payment,3,34,2,1
4284,30-45,Smartphone,Haptic,Transfer Money,0,84,7,1
4285,45-60,Feature Phone,Voice,Check Balance,4,12,8,1
4286,60+,Smartphone,Touch,Transfer Money,4,18,8,1
4287,60+,Smartwatch,Voice,Make Payment,3,52,5,1
4288,18-30,Smartphone,Touch,Transfer Money,2,88,7,1
4289,45-60,Smartphone,Touch,Make Payment,2,32,7,0
4290,30-45,Smartwatch,Voice,Transfer Money,0,10,3,0
4291,45-60,Feature Phone,Voice,Make Payment,4,34,2,1
4292,60+,Feature Phone,Touch,Make Payment,0,8,5,0
4293,60+,Smartphone,Haptic,Make Payment,1,104,4,1
4294,18-30,Smartwatch,Voice,Transfer Money,3,71,8,1
4295,18-30,Feature Phone,Touch,Transfer Money,1,14,5,0
4296,60+,Feature Phone,Haptic,Check Balance,1,106,9,1
4297,30-45,Feature Phone,Touch,Make Payment,2,31,7,0
4298,30-45,Smartphone,Voice,Check Balance,4,86,1,1
4299,45-60,Smartwatch,Touch,Check Balance,3,49,2,1
4300,60+,Smartphone,Touch,Make Payment,0,79,8,1
4301,60+,Feature Phone,Touch,Check Balance,3,104,8,1
4302,30-45,Smartwatch,Voice,Transfer Money,0,108,2,1
4303,30-45,Smartphone,Haptic,Check Balance,0,39,7,0
4304,60+,Feature Phone,Haptic,Transfer Money,4,112,8,1
4305,18-30,Feature Phone,Haptic,Make Payment,1,17,4,0
4306,60+,Smartphone,Haptic,Make Payment,0,59,3,0
4307,60+,Feature Phone,Voice,Make Payment,4,91,9,1
4308,30-45,Feature Phone,Touch,Check Balance,1,47,2,0
4309,30-45,Smartwatch,Haptic,Make Payment,1,77,3,1
4310,18-30,Feature Phone,Haptic,Make Payment,3,72,8,1
4311,18-30,Smartphone,Voice,Transfer Money,3,47,2,1
4312,45-60,Smartwatch,Touch,Check Balance,3,44,5,1
4313,60+,Smartphone,Touch,Check Balance,2,118,8,1
4314,30-45,Feature Phone,Haptic,Make Payment,1,35,7,0
4315,18-30,Smartwatch,Haptic,Check Balance,2,7,4,0
4316,45-60,Smartwatch,Touch,Make Payment,3,104,9,1
4317,45-60,Smartwatch,Voice,Transfer Money,4,21,2,1
4318,30-45,Smartwatch,Touch,Check Balance,3,84,7,1
4319,30-45,Smartphone,Touch,Check Balance,0,43,7,0
4320,45-60,Feature Phone,Haptic,Transfer Money,4,70,7,1
4321,18-30,Feature Phone,Voice,Check Balance,4,73,7,1
4322,45-60,Smartwatch,Voice,Make Payment,1,101,5,1
4323,60+,Feature Phone,Voice,Check Balance,2,81,1,1
4324,60+,Smartphone,Haptic,Check Balance,0,80,4,1
4325,30-45,Feature Phone,Voice,Transfer Money,4,23,5,1
4326,18-30,Smartphone,Voice,Transfer Money,2,26,4,0
4327,18-30,Smartphone,Haptic,Make Payment,2,108,7,1
4328,60+,Feature Phone,Touch,Check Balance,0,12,2,0
4329,45-60,Smartphone,Voice,Check Balance,0,112,2,1
4330,30-45,Smartphone,Touch,Transfer Money,3,72,2,1
4331,45-60,Smartphone,Voice,Make Payment,3,75,3,1
4332,45-60,Smartphone,Touch,Check Balance,4,116,5,1
4333,45-60,Smartwatch,Touch,Make Payment,4,90,9,1
4334,18-30,Feature Phone,Haptic,Check Balance,4,22,3,1
4335,60+,Smartwatch,Haptic,Transfer Money,3,10,6,1
4336,18-30,Smartphone,Voice,Transfer Money,4,118,6,1
4337,60+,Feature Phone,Voice,Transfer Money,4,8,6,1
4338,30-45,Smartphone,Haptic,Transfer Money,3,45,5,1
4339,30-45,Feature Phone,Voice,Transfer Money,3,113,2,1
4340,45-60,Smartwatch,Voice,Transfer Money,4,55,1,1
4341,60+,Feature Phone,Haptic,Make Payment,4,16,5,1
4342,60+,Smartphone,Touch,Transfer Money,2,116,8,1
4343,60+,Feature Phone,Voice,Make Payment,1,41,5,0
4344,45-60,Feature Phone,Haptic,Transfer Money,3,6,3,1
4345,45-60,Smartwatch,Voice,Check Balance,1,7,3,0
4346,30-45,Smartphone,Voice,Check Balance,3,49,2,1
4347,18-30,Feature Phone,Haptic,Check Balance,2,89,7,1
4348,60+,Smartwatch,Haptic,Make Payment,1,43,2,0
4349,60+,Feature Phone,Voice,Transfer Money,2,81,6,1
4350,18-30,Smartphone,Voice,Make Payment,0,116,8,1
4351,60+,Feature Phone,Touch,Transfer Money,1,58,8,0
4352,45-60,Feature Phone,Touch,Check Balance,1,82,2,1
4353,45-60,Feature Phone,Haptic,Make Payment,1,98,6,1
4354,60+,Feature Phone,Voice,Transfer Money,0,22,3,0
4355,45-60,Smartphone,Haptic,Make Payment,0,17,9,0
4356,45-60,Smartwatch,Haptic,Make Payment,2,18,3,0
4357,60+,Smartwatch,Voice,Check Balance,0,45,1,0
4358,30-45,Feature Phone,Touch,Check Balance,3,44,9,1
4359,18-30,Smartphone,Haptic,Check Balance,4,93,8,1
4360,45-60,Smartphone,Haptic,Check Balance,1,105,2,1
4361,30-45,Smartphone,Voice,Check Balance,2,95,3,1
4362,45-60,Smartphone,Touch,Transfer Money,2,91,7,1
4363,45-60,Smartphone,Touch,Transfer Money,2,75,6,1
4364,18-30,Smartphone,Voice,Check Balance,2,52,8,0
4365,45-60,Feature Phone,Haptic,Check Balance,1,14,5,0
4366,18-30,Smartwatch,Voice,Check Balance,2,93,5,1
4367,18-30,Smartwatch,Voice,Make Payment,1,58,2,0
4368,18-30,Feature Phone,Touch,Check Balance,2,39,6,0
4369,30-45,Smartwatch,Haptic,Transfer Money,2,28,5,0
4370,60+,Smartphone,Haptic,Transfer Money,4,53,9,1
4371,30-45,Smartphone,Touch,Make Payment,3,46,3,1
4372,60+,Smartwatch,Haptic,Transfer Money,0,79,5,1
4373,60+,Smartphone,Haptic,Check Balance,0,88,3,1
4374,18-30,Smartphone,Voice,Make Payment,0,78,9,1
4375,45-60,Smartwatch,Voice,Make Payment,3,54,9,1
4376,18-30,Feature Phone,Voice,Transfer Money,1,25,7,0
4377,45-60,Smartwatch,Haptic,Check Balance,0,32,1,0
4378,60+,Smartwatch,Haptic,Check Balance,0,96,9,1
4379,18-30,Smartwatch,Haptic,Check Balance,0,59,9,0
4380,45-60,Smartwatch,Haptic,Make Payment,1,31,5,0
4381,30-45,Feature Phone,Touch,Transfer Money,3,101,2,1
4382,45-60,Feature Phone,Touch,Transfer Money,3,72,1,1
4383,18-30,Smartphone,Haptic,Transfer Money,1,103,2,1
4384,30-45,Smartphone,Voice,Check Balance,4,88,4,1
4385,45-60,Smartwatch,Voice,Make Payment,2,10,4,0
4386,45-60,Smartphone,Touch,Make Payment,1,62,1,1
4387,45-60,Feature Phone,Touch,Transfer Money,2,10,8,0
4388,45-60,Smartphone,Haptic,Transfer Money,3,64,8,1
4389,45-60,Smartphone,Haptic,Make Payment,2,85,8,1
4390,30-45,Smartphone,Haptic,Transfer Money,0,23,5,0
4391,60+,Smartwatch,Haptic,Make Payment,2,117,2,1
4392,30-45,Smartphone,Haptic,Make Payment,2,65,4,1
4393,30-45,Feature Phone,Voice,Transfer Money,3,21,1,1
4394,30-45,Feature Phone,Voice,Make Payment,4,53,1,1
4395,60+,Feature Phone,Haptic,Make Payment,2,7,3,0
4396,18-30,Feature Phone,Voice,Transfer Money,3,114,4,1
4397,60+,Smartphone,Haptic,Transfer Money,0,38,3,0
4398,30-45,Smartwatch,Haptic,Transfer Money,2,66,3,1
4399,45-60,Feature Phone,Touch,Make Payment,2,64,8,1
4400,45-60,Feature Phone,Voice,Transfer Money,0,72,4,1
4401,30-45,Smartwatch,Voice,Transfer Money,1,91,3,1
4402,45-60,Smartwatch,Touch,Make Payment,4,86,9,1
4403,30-45,Feature Phone,Voice,Make Payment,0,38,1,0
4404,45-60,Feature Phone,Touch,Transfer Money,0,33,8,0
4405,60+,Smartwatch,Voice,Transfer Money,0,64,5,1
4406,18-30,Feature Phone,Haptic,Make Payment,1,48,8,0
4407,18-30,Feature Phone,Touch,Make Payment,0,19,3,0
4408,60+,Smartphone,Haptic,Check Balance,1,49,6,0
4409,60+,Smartwatch,Haptic,Make Payment,4,79,7,1
4410,30-45,Smartphone,Voice,Make Payment,1,107,8,1
4411,30-45,Smartphone,Touch,Check Balance,4,13,7,1
4412,30-45,Smartwatch,Haptic,Transfer Money,4,115,7,1
4413,45-60,Smartphone,Haptic,Check Balance,4,39,2,1
4414,30-45,Feature Phone,Touch,Make Payment,3,14,3,1
4415,60+,Smartphone,Voice,Check Balance,4,108,6,1
4416,18-30,Smartwatch,Haptic,Check Balance,1,42,3,0
4417,45-60,Feature Phone,Voice,Check Balance,3,33,9,1
4418,30-45,Feature Phone,Touch,Check Balance,0,50,9,0
4419,45-60,Feature Phone,Voice,Check Balance,0,74,6,1
4420,45-60,Feature Phone,Touch,Check Balance,2,87,1,1
4421,30-45,Smartphone,Voice,Transfer Money,4,94,1,1
4422,45-60,Smartphone,Voice,Check Balance,2,77,4,1
4423,18-30,Feature Phone,Haptic,Check Balance,4,109,8,1
4424,60+,Smartwatch,Voice,Check Balance,4,116,3,1
4425,60+,Feature Phone,Haptic,Check Balance,1,49,4,0
4426,18-30,Smartphone,Touch,Make Payment,1,81,6,1
4427,45-60,Feature Phone,Touch,Check Balance,0,94,9,1
4428,30-45,Smartphone,Haptic,Check Balance,3,112,4,1
4429,45-60,Feature Phone,Voice,Check Balance,0,57,3,0
4430,18-30,Smartwatch,Touch,Transfer Money,4,88,9,1
4431,45-60,Feature Phone,Touch,Check Balance,3,6,7,1
4432,60+,Smartwatch,Touch,Make Payment,2,8,9,0
4433,45-60,Smartwatch,Haptic,Transfer Money,4,75,6,1
4434,18-30,Feature Phone,Touch,Make Payment,1,23,4,0
4435,60+,Smartwatch,Touch,Transfer Money,0,103,5,1
4436,45-60,Smartwatch,Touch,Transfer Money,0,15,2,0
4437,45-60,Smartphone,Touch,Check Balance,2,87,3,1
4438,60+,Smartphone,Haptic,Check Balance,0,36,5,0
4439,30-45,Smartwatch,Haptic,Transfer Money,0,18,3,0
4440,60+,Feature Phone,Voice,Check Balance,3,53,3,1
4441,30-45,Smartwatch,Touch,Check Balance,4,73,9,1
4442,18-30,Feature Phone,Haptic,Transfer Money,3,29,4,1
4443,18-30,Smartphone,Voice,Transfer Money,3,18,4,1
4444,60+,Feature Phone,Voice,Make Payment,0,43,1,0
4445,60+,Smartwatch,Touch,Transfer Money,4,16,7,1
4446,18-30,Smartwatch,Voice,Make Payment,0,53,9,0
4447,30-45,Smartwatch,Haptic,Make Payment,0,88,8,1
4448,18-30,Smartwatch,Voice,Check Balance,3,22,2,1
4449,60+,Smartwatch,Voice,Check Balance,1,5,6,0
4450,18-30,Feature Phone,Haptic,Transfer Money,1,111,5,1
4451,60+,Smartwatch,Voice,Transfer Money,3,8,8,1
4452,60+,Smartphone,Voice,Make Payment,3,16,1,1
4453,18-30,Smartwatch,Voice,Make Payment,0,30,9,0
4454,30-45,Feature Phone,Voice,Check Balance,4,36,9,1
4455,45-60,Smartwatch,Touch,Transfer Money,0,105,7,1
4456,18-30,Smartwatch,Touch,Transfer Money,0,83,8,1
4457,45-60,Feature Phone,Haptic,Transfer Money,2,56,9,0
4458,18-30,Smartwatch,Voice,Transfer Money,0,103,5,1
4459,45-60,Feature Phone,Haptic,Check Balance,4,94,2,1
4460,30-45,Smartwatch,Touch,Check Balance,0,19,1,0
4461,30-45,Smartphone,Voice,Make Payment,3,12,5,1
4462,18-30,Smartwatch,Voice,Check Balance,4,96,8,1
4463,60+,Feature Phone,Touch,Make Payment,3,34,4,1
4464,45-60,Smartphone,Voice,Check Balance,2,58,4,0
4465,60+,Feature Phone,Voice,Check Balance,2,111,4,1
4466,60+,Smartwatch,Touch,Transfer Money,4,112,8,1
4467,60+,Smartphone,Haptic,Make Payment,1,71,7,1
4468,30-45,Feature Phone,Haptic,Make Payment,1,74,1,1
4469,18-30,Smartphone,Voice,Make Payment,4,99,6,1
4470,18-30,Smartphone,Touch,Check Balance,4,94,4,1
4471,30-45,Feature Phone,Haptic,Transfer Money,3,12,2,1
4472,30-45,Smartphone,Haptic,Check Balance,2,107,3,1
4473,18-30,Feature Phone,Voice,Transfer Money,4,67,4,1
4474,60+,Smartphone,Haptic,Check Balance,0,97,7,1
4475,45-60,Smartphone,Touch,Make Payment,3,21,1,1
4476,45-60,Smartphone,Haptic,Check Balance,2,20,1,0
4477,45-60,Smartwatch,Touch,Make Payment,3,117,3,1
4478,60+,Smartwatch,Touch,Transfer Money,2,49,2,0
4479,18-30,Feature Phone,Voice,Make Payment,0,72,3,1
4480,30-45,Smartphone,Haptic,Make Payment,2,14,3,0
4481,18-30,Feature Phone,Voice,Make Payment,3,84,1,1
4482,60+,Smartwatch,Haptic,Make Payment,2,23,6,0
4483,30-45,Smartwatch,Voice,Transfer Money,3,43,8,1
4484,60+,Smartwatch,Voice,Check Balance,4,54,5,1
4485,45-60,Smartwatch,Voice,Check Balance,0,81,1,1
4486,45-60,Feature Phone,Haptic,Check Balance,3,64,7,1
4487,60+,Smartphone,Voice,Check Balance,1,72,9,1
4488,30-45,Feature Phone,Touch,Make Payment,1,36,7,0
4489,30-45,Smartphone,Haptic,Transfer Money,2,86,9,1
4490,18-30,Smartwatch,Touch,Transfer Money,4,84,9,1
4491,45-60,Smartphone,Voice,Check Balance,4,93,2,1
4492,18-30,Smartwatch,Voice,Check Balance,1,118,8,1
4493,18-30,Feature Phone,Touch,Transfer Money,2,68,7,1
4494,60+,Smartphone,Voice,Transfer Money,4,84,7,1
4495,60+,Feature Phone,Haptic,Make Payment,4,90,2,1
4496,18-30,Smartwatch,Touch,Transfer Money,2,28,1,0
4497,45-60,Feature Phone,Haptic,Transfer Money,3,32,4,1
4498,60+,Smartwatch,Haptic,Make Payment,1,27,7,0
4499,18-30,Smartwatch,Haptic,Make Payment,4,67,6,1
4500,18-30,Smartwatch,Voice,Make Payment,3,60,2,1
4501,18-30,Feature Phone,Voice,Transfer Money,3,89,7,1
4502,18-30,Feature Phone,Touch,Transfer Money,3,77,9,1
4503,18-30,Smartphone,Touch,Transfer Money,3,70,2,1
4504,18-30,Smartphone,Haptic,Make Payment,0,42,5,0
4505,60+,Feature Phone,Voice,Transfer Money,0,32,2,0
4506,45-60,Feature Phone,Voice,Transfer Money,2,30,1,0
4507,18-30,Feature Phone,Voice,Make Payment,1,64,7,1
4508,30-45,Feature Phone,Touch,Check Balance,2,64,2,1
4509,60+,Smartwatch,Voice,Check Balance,0,95,6,1
4510,60+,Smartwatch,Haptic,Transfer Money,2,59,7,0
4511,18-30,Smartwatch,Haptic,Make Payment,2,29,1,0
4512,60+,Feature Phone,Haptic,Make Payment,3,25,9,1
4513,18-30,Smartwatch,Voice,Transfer Money,4,106,6,1
4514,45-60,Smartwatch,Haptic,Transfer Money,0,29,2,0
4515,45-60,Smartphone,Haptic,Check Balance,0,62,1,1
4516,60+,Smartphone,Touch,Make Payment,2,42,1,0
4517,60+,Smartwatch,Touch,Transfer Money,4,50,2,1
4518,30-45,Smartwatch,Voice,Make Payment,2,79,9,1
4519,60+,Smartwatch,Voice,Transfer Money,1,96,2,1
4520,30-45,Feature Phone,Voice,Check Balance,0,117,1,1
4521,45-60,Smartphone,Voice,Transfer Money,3,104,4,1
4522,45-60,Smartphone,Voice,Check Balance,3,8,9,1
4523,18-30,Smartphone,Touch,Check Balance,3,23,8,1
4524,45-60,Smartwatch,Touch,Transfer Money,0,66,7,1
4525,30-45,Feature Phone,Touch,Transfer Money,0,28,8,0
4526,60+,Smartphone,Haptic,Check Balance,3,90,2,1
4527,18-30,Smartphone,Haptic,Make Payment,0,59,5,0
4528,30-45,Feature Phone,Touch,Make Payment,3,116,7,1
4529,60+,Smartwatch,Touch,Check Balance,1,29,1,0
4530,18-30,Smartwatch,Voice,Check Balance,1,76,6,1
4531,45-60,Smartphone,Touch,Transfer Money,1,119,7,1
4532,30-45,Smartphone,Voice,Transfer Money,2,88,8,1
4533,60+,Feature Phone,Touch,Check Balance,2,69,5,1
4534,18-30,Smartphone,Voice,Check Balance,4,72,8,1
4535,18-30,Feature Phone,Touch,Make Payment,4,16,1,1
4536,45-60,Smartphone,Voice,Make Payment,4,29,4,1
4537,60+,Smartphone,Haptic,Make Payment,1,25,6,0
4538,45-60,Smartphone,Haptic,Check Balance,1,23,4,0
4539,45-60,Smartwatch,Voice,Check Balance,1,102,5,1
4540,60+,Feature Phone,Voice,Make Payment,0,74,2,1
4541,60+,Feature Phone,Haptic,Make Payment,0,56,7,0
4542,60+,Smartwatch,Touch,Transfer Money,1,58,9,0
4543,30-45,Smartwatch,Voice,Transfer Money,3,39,7,1
4544,60+,Smartwatch,Touch,Check Balance,4,7,1,1
4545,18-30,Feature Phone,Haptic,Transfer Money,2,37,2,0
4546,45-60,Smartphone,Haptic,Check Balance,4,77,8,1
4547,30-45,Smartwatch,Voice,Check Balance,3,11,1,1
4548,60+,Smartwatch,Touch,Check Balance,0,109,2,1
4549,30-45,Smartwatch,Haptic,Make Payment,1,31,5,0
4550,60+,Smartphone,Touch,Transfer Money,0,5,6,0
4551,30-45,Smartphone,Haptic,Transfer Money,0,44,1,0
4552,45-60,Smartwatch,Voice,Transfer Money,3,22,1,1
4553,45-60,Smartphone,Touch,Transfer Money,0,39,2,0
4554,18-30,Smartwatch,Touch,Make Payment,0,85,3,1
4555,18-30,Smartphone,Voice,Transfer Money,4,43,9,1
4556,60+,Feature Phone,Voice,Transfer Money,4,15,3,1
4557,45-60,Feature Phone,Voice,Make Payment,3,105,8,1
4558,30-45,Smartphone,Voice,Transfer Money,1,49,6,0
4559,30-45,Feature Phone,Haptic,Transfer Money,4,79,5,1
4560,30-45,Feature Phone,Touch,Make Payment,0,7,9,0
4561,18-30,Feature Phone,Haptic,Make Payment,2,81,8,1
4562,30-45,Smartwatch,Voice,Make Payment,4,56,3,1
4563,18-30,Smartphone,Haptic,Make Payment,2,64,7,1
4564,18-30,Smartphone,Haptic,Check Balance,1,96,4,1
4565,60+,Smartphone,Touch,Make Payment,0,62,8,1
4566,30-45,Feature Phone,Touch,Transfer Money,4,106,7,1
4567,30-45,Smartwatch,Touch,Transfer Money,1,58,3,0
4568,45-60,Smartphone,Voice,Transfer Money,3,115,7,1
4569,60+,Feature Phone,Voice,Transfer Money,1,38,6,0
4570,45-60,Smartwatch,Touch,Check Balance,3,32,6,1
4571,60+,Smartwatch,Haptic,Check Balance,3,65,3,1
4572,30-45,Smartphone,Touch,Check Balance,4,70,4,1
4573,18-30,Smartphone,Voice,Transfer Money,2,114,4,1
4574,18-30,Feature Phone,Haptic,Transfer Money,3,70,6,1
4575,18-30,Smartphone,Voice,Make Payment,0,41,9,0
4576,18-30,Feature Phone,Touch,Make Payment,4,20,5,1
4577,18-30,Smartwatch,Touch,Transfer Money,3,76,8,1
4578,45-60,Smartwatch,Haptic,Make Payment,4,108,5,1
4579,60+,Smartwatch,Touch,Make Payment,0,79,6,1
4580,30-45,Smartwatch,Voice,Transfer Money,4,49,6,1
4581,45-60,Smartphone,Voice,Check Balance,4,19,4,1
4582,60+,Smartphone,Voice,Transfer Money,3,8,5,1
4583,18-30,Feature Phone,Haptic,Transfer Money,1,27,4,0
4584,60+,Feature Phone,Voice,Make Payment,4,76,2,1
4585,60+,Feature Phone,Touch,Make Payment,3,84,2,1
4586,18-30,Feature Phone,Haptic,Transfer Money,0,20,8,0
4587,18-30,Feature Phone,Voice,Check Balance,0,92,4,1
4588,18-30,Smartwatch,Voice,Transfer Money,1,57,9,0
4589,30-45,Smartwatch,Touch,Check Balance,0,14,6,0
4590,18-30,Smartwatch,Touch,Check Balance,3,38,5,1
4591,30-45,Feature Phone,Haptic,Transfer Money,1,22,7,0
4592,18-30,Smartwatch,Voice,Transfer Money,3,57,6,1
4593,30-45,Smartwatch,Voice,Transfer Money,1,20,4,0
4594,60+,Smartwatch,Touch,Check Balance,1,104,9,1
4595,45-60,Smartwatch,Haptic,Make Payment,3,66,6,1
4596,60+,Smartphone,Touch,Check Balance,1,56,3,0
4597,60+,Feature Phone,Touch,Check Balance,3,119,4,1
4598,18-30,Feature Phone,Haptic,Check Balance,0,61,4,1
4599,30-45,Smartphone,Voice,Make Payment,0,76,8,1
4600,45-60,Smartwatch,Voice,Check Balance,4,68,5,1
4601,18-30,Smartwatch,Voice,Check Balance,2,88,8,1
4602,18-30,Smartwatch,Haptic,Check Balance,2,27,8,0
4603,18-30,Feature Phone,Haptic,Make Payment,0,44,6,0
4604,60+,Feature Phone,Haptic,Check Balance,4,18,5,1
4605,30-45,Feature Phone,Haptic,Make Payment,2,84,2,1
4606,30-45,Feature Phone,Haptic,Make Payment,3,106,1,1
4607,45-60,Feature Phone,Touch,Transfer Money,3,22,7,1
4608,30-45,Smartphone,Voice,Transfer Money,1,108,7,1
4609,30-45,Feature Phone,Haptic,Transfer Money,2,119,2,1
4610,18-30,Smartwatch,Voice,Make Payment,3,98,3,1
4611,18-30,Feature Phone,Haptic,Transfer Money,2,40,8,0
4612,60+,Smartphone,Voice,Transfer Money,1,104,4,1
4613,18-30,Smartwatch,Touch,Transfer Money,0,43,5,0
4614,18-30,Smartphone,Voice,Make Payment,4,108,7,1
4615,18-30,Smartwatch,Voice,Check Balance,1,45,8,0
4616,18-30,Feature Phone,Haptic,Transfer Money,1,5,1,0
4617,60+,Smartphone,Voice,Transfer Money,1,85,7,1
4618,18-30,Smartwatch,Touch,Transfer Money,4,96,3,1
4619,45-60,Feature Phone,Touch,Transfer Money,3,75,5,1
4620,45-60,Smartwatch,Touch,Make Payment,2,88,1,1
4621,45-60,Smartphone,Haptic,Check Balance,0,46,3,0
4622,45-60,Smartphone,Haptic,Check Balance,0,28,5,0
4623,18-30,Smartphone,Haptic,Transfer Money,4,69,1,1
4624,45-60,Smartphone,Haptic,Check Balance,0,22,2,0
4625,18-30,Feature Phone,Haptic,Transfer Money,4,94,3,1
4626,60+,Smartwatch,Touch,Transfer Money,4,18,8,1
4627,45-60,Feature Phone,Voice,Check Balance,2,23,5,0
4628,30-45,Smartphone,Touch,Check Balance,2,86,5,1
4629,45-60,Smartwatch,Haptic,Make Payment,4,113,3,1
4630,45-60,Smartphone,Touch,Transfer Money,2,11,9,0
4631,18-30,Feature Phone,Voice,Check Balance,3,68,9,1
4632,45-60,Feature Phone,Haptic,Make Payment,1,6,2,0
4633,30-45,Feature Phone,Touch,Check Balance,0,11,8,0
4634,18-30,Smartwatch,Touch,Check Balance,0,32,1,0
4635,18-30,Smartwatch,Voice,Transfer Money,0,96,5,1
4636,60+,Smartphone,Haptic,Make Payment,0,110,7,1
4637,60+,Smartwatch,Haptic,Transfer Money,3,85,8,1
4638,45-60,Smartwatch,Voice,Check Balance,3,34,8,1
4639,60+,Feature Phone,Voice,Make Payment,1,89,6,1
4640,60+,Smartphone,Voice,Transfer Money,4,105,7,1
4641,60+,Feature Phone,Voice,Make Payment,2,77,4,1
4642,18-30,Smartphone,Haptic,Check Balance,1,40,7,0
4643,18-30,Smartphone,Haptic,Make Payment,0,26,7,0
4644,18-30,Smartwatch,Touch,Check Balance,2,83,9,1
4645,60+,Feature Phone,Touch,Transfer Money,1,82,2,1
4646,18-30,Smartwatch,Touch,Check Balance,0,31,8,0
4647,60+,Smartwatch,Haptic,Check Balance,1,86,9,1
4648,18-30,Smartwatch,Haptic,Make Payment,0,14,3,0
4649,18-30,Smartphone,Haptic,Make Payment,0,116,8,1
4650,30-45,Feature Phone,Touch,Transfer Money,3,26,1,1
4651,45-60,Feature Phone,Voice,Make Payment,0,27,5,0
4652,60+,Smartwatch,Voice,Transfer Money,1,56,1,0
4653,30-45,Smartphone,Voice,Check Balance,2,46,1,0
4654,18-30,Feature Phone,Voice,Check Balance,3,45,6,1
4655,60+,Feature Phone,Voice,Make Payment,2,52,5,0
4656,18-30,Smartwatch,Haptic,Check Balance,4,73,5,1
4657,45-60,Smartphone,Touch,Check Balance,2,55,2,0
4658,30-45,Smartwatch,Voice,Transfer Money,4,93,9,1
4659,45-60,Feature Phone,Voice,Make Payment,4,5,5,1
4660,30-45,Smartphone,Voice,Transfer Money,3,92,3,1
4661,18-30,Smartwatch,Haptic,Check Balance,2,101,7,1
4662,45-60,Feature Phone,Voice,Check Balance,0,60,6,0
4663,45-60,Smartwatch,Touch,Check Balance,3,105,6,1
4664,18-30,Smartwatch,Haptic,Make Payment,3,75,5,1
4665,45-60,Smartwatch,Haptic,Check Balance,0,28,4,0
4666,60+,Smartphone,Haptic,Check Balance,2,19,6,0
4667,30-45,Feature Phone,Voice,Transfer Money,3,79,7,1
4668,30-45,Feature Phone,Voice,Make Payment,4,48,8,1
4669,30-45,Feature Phone,Voice,Check Balance,0,85,2,1
4670,60+,Feature Phone,Voice,Transfer Money,1,53,4,0
4671,30-45,Smartphone,Touch,Check Balance,3,91,7,1
4672,18-30,Smartwatch,Haptic,Transfer Money,4,53,3,1
4673,45-60,Feature Phone,Voice,Check Balance,2,72,5,1
4674,60+,Smartphone,Touch,Make Payment,2,99,7,1
4675,30-45,Smartwatch,Haptic,Make Payment,0,102,9,1
4676,18-30,Smartphone,Haptic,Transfer Money,4,78,6,1
4677,45-60,Smartphone,Haptic,Check Balance,0,41,2,0
4678,45-60,Feature Phone,Voice,Make Payment,3,78,9,1
4679,60+,Feature Phone,Haptic,Check Balance,0,46,6,0
4680,60+,Smartwatch,Voice,Make Payment,1,63,2,1
4681,60+,Smartwatch,Touch,Transfer Money,0,79,1,1
4682,18-30,Feature Phone,Haptic,Make Payment,0,99,4,1
4683,18-30,Smartphone,Touch,Check Balance,3,14,2,1
4684,60+,Feature Phone,Voice,Check Balance,4,111,7,1
4685,30-45,Smartwatch,Voice,Check Balance,1,106,7,1
4686,45-60,Smartphone,Voice,Transfer Money,0,57,3,0
4687,45-60,Smartphone,Haptic,Transfer Money,3,46,1,1
4688,18-30,Smartphone,Haptic,Check Balance,3,12,2,1
4689,45-60,Feature Phone,Touch,Check Balance,3,79,8,1
4690,30-45,Feature Phone,Voice,Make Payment,4,88,4,1
4691,45-60,Smartwatch,Touch,Make Payment,0,28,3,0
4692,18-30,Smartphone,Voice,Make Payment,2,55,7,0
4693,18-30,Smartphone,Voice,Check Balance,1,75,4,1
4694,30-45,Feature Phone,Touch,Make Payment,2,64,2,1
4695,30-45,Smartwatch,Voice,Check Balance,4,25,3,1
4696,45-60,Smartwatch,Touch,Transfer Money,0,112,4,1
4697,45-60,Smartphone,Haptic,Make Payment,2,57,1,0
4698,18-30,Feature Phone,Touch,Check Balance,2,10,8,0
4699,30-45,Smartphone,Touch,Check Balance,2,35,8,0
4700,30-45,Feature Phone,Voice,Transfer Money,1,16,5,0
4701,30-45,Smartwatch,Touch,Transfer Money,0,105,6,1
4702,45-60,Smartphone,Haptic,Transfer Money,3,17,4,1
4703,30-45,Smartphone,Haptic,Transfer Money,0,53,3,0
4704,18-30,Smartphone,Haptic,Make Payment,2,35,3,0
4705,18-30,Smartwatch,Haptic,Transfer Money,0,13,4,0
